QKEY,weight,uses_facebook,uses_x,uses_instagram,uses_tiktok,news_facebook,news_x,news_instagram,news_tiktok,fb_why_news,fb_why_entertain,fb_why_social,fb_why_opinion,fb_why_products,fb_why_interests,fb_why_family,tt_why_news,tt_why_entertain,tt_why_social,tt_why_opinion,tt_why_products,tt_why_interests,tt_why_family,fb_pol_content,tt_pol_content,fb_pol_lean,tt_pol_lean,age_group,gender,education,race_ethnicity,party,ideology,income
201801135858,0.45221451289553055,Yes,No,No,No,Yes,NA,NA,NA,No,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,65+,Female,Some college,White non-Hispanic,Democrat,Moderate,1
201801135882,0.3767215737580229,Yes,No,Yes,Yes,No,NA,No,No,NA,NA,NA,No,Yes,Yes,NA,NA,NA,NA,No,NA,Yes,No,Some,Some,Mostly liberal,Mostly liberal,30-49,Female,Less than high school,White non-Hispanic,Republican,Moderate,8
201801135910,0.9244584429003436,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Female,Less than high school,White non-Hispanic,Independent,Moderate,2
201801135919,0.5365158461545676,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Female,High school graduate,White non-Hispanic,Democrat,Liberal,2
201801135999,0.4732055359778032,Yes,Yes,Yes,No,Yes,No,No,NA,No,NA,No,Yes,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Male,Less than high school,White non-Hispanic,Democrat,Liberal,6
201801136027,0.9822493404061432,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,50-64,Female,Less than high school,White non-Hispanic,Democrat,Liberal,9
201801136041,1.1296850791417663,Yes,No,No,No,No,NA,NA,NA,No,NA,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,65+,Male,Some college,White non-Hispanic,Republican,Very conservative,4
201801136048,0.7642392416847952,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,18-29,Female,Less than high school,White non-Hispanic,Democrat,Liberal,8
201801136050,1.2759765017203908,Yes,Yes,Yes,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,No,NA,NA,A little,NA,Not sure,30-49,Male,Less than high school,White non-Hispanic,Democrat,Very liberal,4
201801136143,0.3541186473595291,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,50-64,Female,Less than high school,White non-Hispanic,Something else,Moderate,9
201801136367,0.4414558123024754,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,No,No,NA,Some,NA,Doesn't lean either way,30-49,Male,Less than high school,White non-Hispanic,Independent,Liberal,9
201801136375,1.461568996447203,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,50-64,Female,High school graduate,White non-Hispanic,Democrat,Moderate,1
201801136394,0.2920800583940205,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Conservative,NA
201801136423,0.3841630225123531,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Conservative,8
201801136438,0.7017570566152931,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,65+,Female,Less than high school,White non-Hispanic,Independent,Moderate,5
201801136565,1.5848066562590293,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,65+,Female,Some college,White non-Hispanic,Democrat,Moderate,1
201801136569,0.4686400707521536,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Female,Less than high school,White non-Hispanic,Republican,Conservative,9
201801136593,0.45946418947666695,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,30-49,Female,Less than high school,White non-Hispanic,Independent,Moderate,9
201801136622,0.6388357956328199,Yes,No,Yes,No,Yes,NA,No,NA,No,NA,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,30-49,Female,Less than high school,White non-Hispanic,Republican,Moderate,9
201801136625,0.6588873576297951,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Female,Some college,White non-Hispanic,Independent,Liberal,4
201801136631,0.8085162558724162,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Male,Some college,White non-Hispanic,Republican,Conservative,1
201801136633,0.3727438004206584,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Conservative,9
201801136687,0.9349262466501131,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Female,Less than high school,White non-Hispanic,Republican,Very conservative,7
201801136759,0.49937575329202766,Yes,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,65+,Female,High school graduate,White non-Hispanic,Democrat,Liberal,4
201801136783,0.496804816293497,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Female,Less than high school,White non-Hispanic,Republican,Conservative,NA
201801136864,0.30945813284995954,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,50-64,Female,High school graduate,White non-Hispanic,Democrat,Liberal,6
201801136872,1.1496897644534243,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly conservative,NA,30-49,Female,High school graduate,White non-Hispanic,Independent,Very liberal,9
201801136924,0.8235425492755408,Yes,No,No,No,No,NA,NA,NA,NA,No,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Female,High school graduate,White non-Hispanic,Republican,Conservative,3
201801136967,1.1246401195355398,Yes,No,Yes,No,No,NA,No,NA,No,NA,NA,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,30-49,Female,High school graduate,White non-Hispanic,Republican,Conservative,9
201801137033,0.28389484547567206,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Female,Less than high school,White non-Hispanic,Independent,Very liberal,3
201801137127,0.910317116742629,Yes,No,Yes,No,No,NA,No,NA,NA,NA,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly conservative,NA,50-64,Female,Some college,Hispanic,Something else,Moderate,9
201801137153,0.40189907847083134,Yes,Yes,Yes,No,Yes,No,No,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,30-49,Female,Less than high school,Black non-Hispanic,Democrat,Very liberal,4
201801137173,0.6388541889688433,Yes,No,Yes,Yes,Yes,NA,No,No,No,NA,No,Yes,Yes,No,NA,NA,NA,NA,Yes,NA,NA,Yes,Some,A little,Not sure,Not sure,30-49,Female,Less than high school,White non-Hispanic,Democrat,Liberal,9
201801137254,0.7804296603191838,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,50-64,Female,Some college,White non-Hispanic,Something else,Moderate,2
201801137260,0.5176727788706481,Yes,No,Yes,Yes,Yes,NA,Yes,No,NA,NA,NA,No,Yes,No,NA,NA,NA,No,Yes,NA,Yes,Yes,A little,Some,Mostly liberal,Mostly conservative,50-64,Female,Less than high school,White non-Hispanic,Republican,Conservative,9
201801137306,0.4927155228429335,Yes,No,No,No,Yes,NA,NA,NA,Yes,No,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,50-64,Female,Less than high school,White non-Hispanic,Republican,Conservative,5
201801137404,0.7217333694796861,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Conservative,9
201801137415,0.2830170778121387,Yes,No,No,No,Yes,NA,NA,NA,Yes,Yes,NA,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Female,Less than high school,White non-Hispanic,Democrat,Liberal,5
201801137449,0.443771777548139,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,65+,Male,High school graduate,White non-Hispanic,Republican,Liberal,NA
201801137479,0.5024016157034182,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Democrat,Very liberal,2
201801137484,2.0378939585534703,No,Yes,No,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-29,Male,Less than high school,White non-Hispanic,Independent,Conservative,5
201801137499,0.3841630225123531,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Male,Less than high school,White non-Hispanic,Independent,Conservative,5
201801137504,1.6444236497708973,Yes,No,Yes,Yes,Yes,NA,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Some,Some,Mostly conservative,Mostly liberal,18-29,Female,Less than high school,White non-Hispanic,Democrat,Liberal,9
201801137523,0.5279764966604638,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,50-64,Female,Less than high school,White non-Hispanic,Independent,Liberal,9
201801137573,0.4537100476824866,Yes,Yes,Yes,No,No,Yes,No,NA,No,NA,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,30-49,Male,Less than high school,White non-Hispanic,Independent,Moderate,9
201801137595,0.8900070142835809,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Female,Some college,White non-Hispanic,Republican,Conservative,6
201801137624,0.4308912294516059,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,No,Yes,NA,NA,No,No,Yes,Yes,NA,NA,No,Some,Some,Mostly conservative,Mostly liberal,30-49,Female,Less than high school,White non-Hispanic,Democrat,Very liberal,9
201801137638,0.4628731574023131,Yes,No,Yes,No,No,NA,Yes,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,65+,Female,Less than high school,White non-Hispanic,Independent,Very liberal,6
201801137694,0.7911319711919687,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Female,Less than high school,White non-Hispanic,Independent,Moderate,NA
201801137746,0.8792593446515395,Yes,No,Yes,Yes,No,NA,No,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,No,No,NA,No,No,A little,None at all,Not sure,NA,65+,Female,High school graduate,White non-Hispanic,Democrat,Moderate,9
201801137756,0.7733718789894846,Yes,No,No,No,No,NA,NA,NA,NA,Yes,No,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Male,Less than high school,White non-Hispanic,Democrat,Liberal,6
201801137759,0.9706802615091596,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Female,Less than high school,White non-Hispanic,Democrat,Moderate,4
201801137781,0.5109812615886329,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,NA,White non-Hispanic,Republican,Conservative,9
201801137846,0.5833582422988146,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,65+,Female,High school graduate,White non-Hispanic,Republican,Moderate,1
201801137893,0.4325925483081757,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Female,High school graduate,White non-Hispanic,Democrat,Liberal,5
201801137915,0.6891843846823864,Yes,Yes,No,No,No,No,NA,NA,NA,NA,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,50-64,Female,Less than high school,White non-Hispanic,Democrat,Liberal,6
201801137958,0.6902598745772057,Yes,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,Most,NA,Mostly liberal,NA,50-64,Male,High school graduate,White non-Hispanic,Republican,Very conservative,5
201801137978,1.4508592123595832,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Female,Some college,White non-Hispanic,Independent,Moderate,1
201801137981,4.053324631449661,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,30-49,Male,Less than high school,White non-Hispanic,Republican,Liberal,8
201801137984,1.9040951783507327,Yes,No,No,No,Yes,NA,NA,NA,No,No,NA,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Male,High school graduate,White non-Hispanic,Republican,Conservative,7
201801137985,0.3491433152087971,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,30-49,Female,Less than high school,White non-Hispanic,Democrat,Moderate,9
201801138024,0.8880744198817021,Yes,No,No,No,No,NA,NA,NA,NA,No,NA,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,65+,Female,Some college,White non-Hispanic,Democrat,Moderate,6
201801138062,1.8795128446147924,No,Yes,No,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,High school graduate,White non-Hispanic,Something else,Moderate,3
201801138081,0.8638168759279606,Yes,No,Yes,No,Yes,NA,No,NA,No,No,No,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,30-49,Female,Less than high school,White non-Hispanic,Republican,Moderate,9
201801138129,0.6210698414883109,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Female,Some college,White non-Hispanic,Independent,Moderate,1
201801138148,0.3618734787254305,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,65+,Female,Less than high school,White non-Hispanic,Independent,Liberal,1
201801138169,0.986859142092294,Yes,No,Yes,No,No,NA,Yes,NA,NA,NA,NA,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,30-49,Female,High school graduate,White non-Hispanic,Republican,Conservative,4
201801138172,0.4462442930248307,Yes,No,Yes,No,Yes,NA,No,NA,NA,NA,NA,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,Most,NA,Mostly liberal,NA,30-49,Male,Less than high school,White non-Hispanic,Independent,Conservative,9
201801138203,0.5854131766753407,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Less than high school,Asian non-Hispanic,Democrat,Moderate,9
201801138208,0.7076773074204206,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,NA,NA,65+,Male,High school graduate,NA,Independent,Very conservative,6
201801138304,1.7265757659645051,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,65+,Female,Some college,White non-Hispanic,Democrat,Moderate,4
201801138340,0.3713969595093566,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most,NA,Not sure,NA,30-49,Female,High school graduate,White non-Hispanic,Democrat,Moderate,5
201801138479,0.36568144902640737,Yes,No,Yes,No,No,NA,No,NA,No,No,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Male,High school graduate,White non-Hispanic,Independent,Conservative,5
201801138505,0.8697010066233244,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,Yes,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,65+,Female,Less than high school,White non-Hispanic,Independent,Conservative,9
201801138520,0.8254488215131712,Yes,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,30-49,Male,Less than high school,White non-Hispanic,Republican,Very conservative,4
201801138553,0.28955110349152924,Yes,No,No,Yes,Yes,NA,NA,Yes,NA,NA,Yes,No,Yes,Yes,No,NA,No,No,No,NA,No,No,Some,Some,Mostly conservative,Mostly liberal,65+,Male,Less than high school,White non-Hispanic,Democrat,Liberal,9
201801138601,0.3545455298731603,No,Yes,No,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Less than high school,White non-Hispanic,Republican,Conservative,8
201801138642,0.7013226260527665,Yes,No,No,No,Yes,NA,NA,NA,No,NA,NA,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Female,High school graduate,White non-Hispanic,Republican,Conservative,3
201801138663,0.3566318496968164,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,50-64,Female,Less than high school,White non-Hispanic,Republican,Moderate,9
201801138703,0.5955543045025307,Yes,No,No,No,Yes,NA,NA,NA,NA,No,Yes,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,30-49,Female,High school graduate,White non-Hispanic,Independent,Liberal,2
201801138739,0.6602260180661932,Yes,No,Yes,Yes,No,NA,No,No,NA,NA,No,No,Yes,No,No,NA,NA,Yes,Yes,Yes,No,NA,Some,None at all,Mostly liberal,NA,30-49,Female,Less than high school,White non-Hispanic,Republican,Very conservative,9
201801138757,0.7531292954030402,Yes,Yes,No,No,No,No,NA,NA,NA,NA,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Male,Some college,White non-Hispanic,Something else,Conservative,NA
201801138834,0.4514824192586466,No,No,No,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,NA,No,No,NA,Some,NA,Doesn't lean either way,30-49,Male,Less than high school,White non-Hispanic,Independent,Moderate,8
201801138860,0.6635280048722358,Yes,Yes,Yes,Yes,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,No,No,NA,None at all,NA,NA,30-49,Female,High school graduate,White non-Hispanic,Republican,Very conservative,5
201801138876,0.41613281047242473,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,30-49,Male,High school graduate,White non-Hispanic,Republican,Liberal,1
201801138890,0.3334920935584675,Yes,No,Yes,Yes,No,NA,No,No,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,No,Yes,No,No,NA,Some,A little,Mostly liberal,NA,30-49,Female,Less than high school,White non-Hispanic,Republican,Conservative,9
201801138919,0.5729834933732962,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Female,Some college,White non-Hispanic,Republican,NA,NA
201801138942,0.5068062591699591,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Independent,Conservative,8
201801138989,0.7152408310858543,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,50-64,Female,High school graduate,White non-Hispanic,Republican,Conservative,NA
201801139007,0.5176727788706481,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,NA,NA,50-64,Female,Less than high school,White non-Hispanic,Republican,Conservative,8
201801139015,0.9104369065830696,Yes,No,Yes,No,Yes,NA,No,NA,Yes,No,Yes,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,30-49,Male,High school graduate,Asian non-Hispanic,Democrat,Moderate,3
201801139038,1.5451701420966195,Yes,No,No,No,Yes,NA,NA,NA,No,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most,NA,Doesn't lean either way,NA,50-64,Female,NA,White non-Hispanic,Something else,Moderate,4
201801139080,1.9040951783507327,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,High school graduate,White non-Hispanic,Independent,Moderate,9
201801139108,0.746717137332348,Yes,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,30-49,Male,High school graduate,White non-Hispanic,Democrat,Very liberal,9
201801139164,0.373076655433523,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,Less than high school,White non-Hispanic,Democrat,Liberal,9
201801139170,0.5109812615886329,Yes,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Male,Less than high school,White non-Hispanic,Republican,Moderate,9
201801139196,0.8845684743561726,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,50-64,Female,High school graduate,White non-Hispanic,Independent,Moderate,9
201801139200,4.120508487103413,Yes,No,No,No,Yes,NA,NA,NA,No,NA,NA,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,18-29,Female,Less than high school,White non-Hispanic,Something else,Moderate,5
201801139212,0.6657210385747105,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,High school graduate,White non-Hispanic,Republican,Conservative,7
201801139216,2.1018960162275766,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,50-64,Male,High school graduate,White non-Hispanic,Something else,NA,9
201801139222,0.7546283965672738,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Most,NA,Mostly conservative,NA,30-49,Male,High school graduate,White non-Hispanic,Independent,Moderate,9
201801139253,0.4053256512027737,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Democrat,Liberal,7
201801139279,0.29483404702103067,Yes,No,Yes,Yes,No,NA,No,No,NA,No,No,Yes,No,No,NA,NA,No,No,Yes,No,No,NA,A little,Some,Mostly conservative,Mostly conservative,65+,Male,Less than high school,White non-Hispanic,Democrat,Very liberal,4
201801139291,0.25427451613059826,Yes,No,Yes,No,Yes,NA,No,NA,Yes,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,30-49,Male,Less than high school,White non-Hispanic,Something else,Moderate,5
201801139306,0.38225969826006034,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Democrat,Moderate,5
201801139337,0.7562313655583311,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,30-49,Male,High school graduate,White non-Hispanic,Democrat,Very liberal,1
201801139359,0.7142453926592636,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Male,Less than high school,White non-Hispanic,Independent,Moderate,9
201801139408,1.297739513163889,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,High school graduate,Black non-Hispanic,Democrat,Very liberal,3
201801139412,0.46665585230258944,Yes,No,No,No,No,NA,NA,NA,NA,No,NA,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly conservative,NA,65+,Female,Less than high school,White non-Hispanic,Republican,Conservative,NA
